,Name,Sequence Accession,Complete Genome,Segment,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name,Unnamed: 12,coords0,coords1,coords2
9208,HA,CY194069,No,4,1701,H3N2,2015-03-24,IRD:Human,USA,New York,14-15,A/New York/4816/2015,,0.15872593224048615,-1.7173482179641724,2.31081485748291
9209,HA,CY194070,No,4,1701,H3N2,2015-03-26,IRD:Human,USA,New York,14-15,A/New York/4817/2015,,-0.06212787330150604,-1.8281489610671997,2.3845319747924805
9210,HA,CY003680,Yes,4,1737,H3N2,2003-01-20,IRD:Human,USA,New York,02-03,A/New York/485/2003,,0.8164576888084412,-3.4279091358184814,0.4481021761894226
9211,HA,CY208110,No,4,1701,H3N2,2015-04-27,IRD:Human,USA,New York,14-15,A/New York/4881/2015,,-0.07204459607601166,-2.0889546871185303,2.313178539276123
9212,HA,CY000377,Yes,4,1761,H3N2,2003-12-18,IRD:Human,USA,New York,03-04,A/New York/49/2003,,0.8667300343513489,-2.97788405418396,0.3688811659812927
9213,HA,CY008908,No,4,1721,H3N2,2004-01-13,IRD:Human,USA,New York,03-04,A/New York/498/2004,,1.027113437652588,-3.55029559135437,0.4904710650444031
9214,HA,CY009260,Yes,4,1721,H3N2,2004-01-15,IRD:Human,USA,New York,03-04,A/New York/499/2004,,1.027113437652588,-3.55029559135437,0.4904710650444031
9215,HA,CY000889,No,4,1761,H3N2,2004-01-06,IRD:Human,USA,New York,03-04,A/New York/5/2004,,0.8737749457359314,-3.161414384841919,0.3346793055534363
9216,HA,CY013232,Yes,4,1722,H3N2,2006-04-05,IRD:Human,USA,New York,05-06,A/New York/5/2006,,1.9647152423858643,-2.6456286907196045,0.584348738193512
9217,HA,CY000089,Yes,4,1761,H3N2,2003-12-08,IRD:Human,USA,New York,03-04,A/New York/50/2003,,1.0642962455749512,-3.3928229808807373,0.5059491991996765
9218,HA,CY009268,No,4,1721,H3N2,2004-12-10,IRD:Human,USA,New York,04-05,A/New York/500/2004,,1.77742338180542,-2.8242928981781006,0.37738198041915894
9219,HA,CY208252,No,4,1701,H3N2,2016-02-10,IRD:Human,USA,New York,15-16,A/New York/5019/2016,,-0.11500529944896698,-1.8241692781448364,2.147273540496826
9220,HA,CY208313,No,4,1701,H3N2,2016-02-25,IRD:Human,USA,New York,15-16,A/New York/5080/2016,,-0.8223379254341125,-1.6777427196502686,3.001600742340088
9221,HA,CY001064,Yes,4,1762,H3N2,2003-12-10,IRD:Human,USA,New York,03-04,A/New York/51/2003,,1.027113437652588,-3.55029559135437,0.4904710650444031
9222,HA,CY000257,Yes,4,1762,H3N2,2004-02-05,IRD:Human,USA,New York,03-04,A/New York/52/2004,,1.0586018562316895,-3.1586763858795166,0.4078347086906433
9223,HA,CY000265,Yes,4,1762,H3N2,2003-12-11,IRD:Human,USA,New York,03-04,A/New York/53/2003,,0.883843719959259,-3.1077373027801514,0.4652898907661438
9224,HA,CY000097,Yes,4,1762,H3N2,2003-12-10,IRD:Human,USA,New York,03-04,A/New York/54/2003,,1.027113437652588,-3.55029559135437,0.4904710650444031
9225,HA,EU103821,No,4,1701,H3N2,2001-01-01,IRD:Human,USA,New York,-N/A-,A/New York/55/01,,0.27177733182907104,-3.7068393230438232,-0.47252732515335083
9226,HA,CY000949,No,4,1738,H3N2,2003-12-10,IRD:Human,USA,New York,03-04,A/New York/55/2003,,0.8880581259727478,-3.4481618404388428,0.5193464159965515
9227,HA,KM821338,Yes,4,1739,H3N2,2004-01-01,IRD:Human,USA,New York,-N/A-,A/New York/55/2004,,1.3512920141220093,-2.5389773845672607,-0.05602709949016571
9228,HA,CY033638,Yes,4,1723,H3N2,2004-01-01,IRD:Human,USA,New York,-N/A-,A/New York/55/2004,,1.565940260887146,-2.4893252849578857,0.2224033623933792
9229,HA,CY121125,Yes,4,1737,H3N2,2004-01-01,IRD:Human,USA,New York,-N/A-,A/New York/55/2004(H3N2),,1.565940260887146,-2.4893252849578857,0.2224033623933792
9230,HA,KU589840,Yes,4,1701,H3N2,2015-07-10,IRD:Human,USA,New York,-N/A-,A/New York/55/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
9231,HA,CY001205,Yes,4,1711,H3N2,2003-12-16,IRD:Human,USA,New York,03-04,A/New York/56/2003,,1.027113437652588,-3.55029559135437,0.4904710650444031
9232,HA,KY090424,No,4,1701,H3N2,2015-07-19,IRD:Human,USA,New York,-N/A-,A/New York/56/2015,,-0.1730201691389084,-1.961203694343567,2.2109556198120117
9233,HA,KX416736,Yes,4,1737,H3N2,2016-03-02,IRD:Human,USA,New York,15-16,A/New York/56/2016,,-0.9891203045845032,-1.4497144222259521,2.775481700897217
9234,HA,KX917372,Yes,4,1737,H3N2,2016-03-02,IRD:Human,USA,New York,15-16,A/New York/56/2016,,-0.9891203045845032,-1.4497144222259521,2.775481700897217
9235,HA,KT843715,Yes,4,1701,H3N2,2015-07-21,IRD:Human,USA,New York,-N/A-,A/New York/57/2015,,-0.05555705726146698,-2.016895294189453,2.296525001525879
9236,HA,KX416744,Yes,4,1737,H3N2,2016-03-07,IRD:Human,USA,New York,15-16,A/New York/57/2016,,0.9022542834281921,-0.478275865316391,1.8991209268569946
9237,HA,CY001512,Yes,4,1760,H3N2,2003-12-16,IRD:Human,USA,New York,03-04,A/New York/58/2003,,0.7748768925666809,-2.8573925495147705,0.3914678692817688
9238,HA,KT843723,Yes,4,1701,H3N2,2015-08-03,IRD:Human,USA,New York,-N/A-,A/New York/58/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
9239,HA,KX917380,Yes,4,1737,H3N2,2016-03-20,IRD:Human,USA,New York,15-16,A/New York/58/2016,,-0.785940945148468,-2.159498691558838,2.785081386566162
9240,HA,KX416752,Yes,4,1737,H3N2,2016-03-20,IRD:Human,USA,New York,15-16,A/New York/58/2016,,-0.785940945148468,-2.159498691558838,2.785081386566162
9241,HA,CY000957,Yes,4,1741,H3N2,2003-12-16,IRD:Human,USA,New York,03-04,A/New York/59/2003,,1.1081881523132324,-3.140976667404175,0.3260571360588074
9242,HA,KT843731,Yes,4,1701,H3N2,2015-07-29,IRD:Human,USA,New York,-N/A-,A/New York/59/2015,,0.30906981229782104,-1.992453694343567,2.2963600158691406
9243,HA,KY044484,No,4,1737,H3N2,2016-03-29,IRD:Human,USA,New York,15-16,A/New York/59/2016,,-0.9434278607368469,-1.481276273727417,2.7854666709899902
9244,HA,CY001029,Yes,4,1741,H3N2,2004-01-06,IRD:Human,USA,New York,03-04,A/New York/6/2004,,1.027113437652588,-3.55029559135437,0.4904710650444031
9245,HA,CY016995,Yes,4,1721,H3N2,2006-04-06,IRD:Human,USA,New York,05-06,A/New York/6/2006,,1.8612933158874512,-2.4764363765716553,0.4418770670890808
9246,HA,KF790419,No,4,1701,H3N2,2012-12-25,IRD:Human,USA,New York,12-13,A/New York/60/2012,,1.3706209659576416,-0.8015120029449463,2.7032556533813477
9247,HA,KT843739,Yes,4,1701,H3N2,2015-08-01,IRD:Human,USA,New York,-N/A-,A/New York/60/2015,,-0.10892848670482635,-2.0013742446899414,2.1613597869873047
9248,HA,KX917388,Yes,4,1737,H3N2,2016-03-31,IRD:Human,USA,New York,15-16,A/New York/60/2016,,-0.8105133175849915,-1.9942033290863037,2.3903613090515137
9249,HA,CY000105,Yes,4,1741,H3N2,2003-12-15,IRD:Human,USA,New York,03-04,A/New York/60A/2003,,1.027113437652588,-3.55029559135437,0.4904710650444031
9250,HA,KF790394,No,4,1701,H3N2,2012-12-31,IRD:Human,USA,New York,12-13,A/New York/61/2012,,1.4788575172424316,-1.5382190942764282,1.7257146835327148
9251,HA,CY000001,Yes,4,1762,H3N2,2003-12-20,IRD:Human,USA,New York,03-04,A/New York/61A/2003,,1.027113437652588,-3.55029559135437,0.4904710650444031
9252,HA,KT843747,Yes,4,1701,H3N2,2015-08-04,IRD:Human,USA,New York,-N/A-,A/New York/62/2015,,0.07718200981616974,-1.9072295427322388,2.073362350463867
9253,HA,KX917412,Yes,4,1737,H3N2,2016-04-11,IRD:Human,USA,New York,15-16,A/New York/62/2016,,-0.24363593757152557,-1.4600783586502075,1.9476693868637085
9254,HA,KX917404,Yes,4,1737,H3N2,2016-04-11,IRD:Human,USA,New York,15-16,A/New York/62/2016,,-0.24363593757152557,-1.4600783586502075,1.9476693868637085
9255,HA,CY000917,No,4,1711,H3N2,2003-12-19,IRD:Human,USA,New York,03-04,A/New York/62A/2003,,1.027113437652588,-3.55029559135437,0.4904710650444031
9256,HA,CY001213,Yes,4,1760,H3N2,2003-12-29,IRD:Human,USA,New York,03-04,A/New York/63/2003,,1.027113437652588,-3.55029559135437,0.4904710650444031
9257,HA,KT843755,Yes,4,1701,H3N2,2015-08-06,IRD:Human,USA,New York,-N/A-,A/New York/63/2015,,0.11192531883716583,-1.8905736207962036,2.0876426696777344
9258,HA,CY000965,Yes,4,1760,H3N2,2003-12-26,IRD:Human,USA,New York,03-04,A/New York/64/2003,,0.980306088924408,-3.4834630489349365,0.37218397855758667
9259,HA,KT843763,Yes,4,1701,H3N2,2015-08-10,IRD:Human,USA,New York,-N/A-,A/New York/64/2015,,0.06611080467700958,-1.7217131853103638,1.880903720855713
9260,HA,KX003739,Yes,4,1701,H3N2,2015-08-10,IRD:Human,USA,New York,-N/A-,A/New York/64/2015,,0.06611080467700958,-1.7217131853103638,1.880903720855713
9261,HA,CY001221,Yes,4,1741,H3N2,2003-12-29,IRD:Human,USA,New York,03-04,A/New York/65/2003,,0.883843719959259,-3.1077373027801514,0.4652898907661438
9262,HA,KU589493,Yes,4,1701,H3N2,2015-08-25,IRD:Human,USA,New York,-N/A-,A/New York/65/2015,,-0.785940945148468,-2.159498691558838,2.785081386566162
9263,HA,CY001341,No,4,1716,H3N2,2003-12-23,IRD:Human,USA,New York,03-04,A/New York/66/2003,,0.9176411032676697,-3.305657148361206,0.2746688723564148
9264,HA,CY084334,Yes,4,1701,H3N2,2009-11-13,IRD:Human,USA,New York,-N/A-,A/New York/6630/2009,,1.611999750137329,-1.3630917072296143,1.4252821207046509
9265,HA,CY000973,Yes,4,1741,H3N2,2003-12-29,IRD:Human,USA,New York,03-04,A/New York/67/2003,,1.048081874847412,-3.3883817195892334,0.5122501254081726
9266,HA,GQ385915,No,4,1701,H3N2,2009-02-22,IRD:Human,USA,New York,08-09,A/New York/67/2009,,1.5967819690704346,-1.7456080913543701,0.84903484582901
9267,HA,KX411996,Yes,4,1701,H3N2,2015-09-06,IRD:Human,USA,New York,-N/A-,A/New York/67/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
9268,HA,CY002760,No,4,1737,H3N2,2004-11-06,IRD:Human,USA,New York,04-05,A/New York/68/2004,,1.7645001411437988,-2.8676345348358154,0.3544418215751648
9269,HA,KX918332,Yes,4,1737,H3N2,2016-04-06,IRD:Human,USA,New York,15-16,A/New York/68/2016,,-0.9434278607368469,-1.481276273727417,2.7854666709899902
9270,HA,KX918340,Yes,4,1737,H3N2,2016-04-06,IRD:Human,USA,New York,15-16,A/New York/68/2016,,-0.9434278607368469,-1.481276273727417,2.7854666709899902
9271,HA,CY000561,Yes,4,1711,H3N2,2004-01-06,IRD:Human,USA,New York,03-04,A/New York/69/2004,,0.8880581259727478,-3.4481618404388428,0.5193464159965515
9272,HA,KX412004,Yes,4,1701,H3N2,2015-10-12,IRD:Human,USA,New York,15-16,A/New York/69/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
9273,HA,CY001037,Yes,4,1741,H3N2,2003-10-31,IRD:Human,USA,New York,03-04,A/New York/7/2003,,0.8880581259727478,-3.4481618404388428,0.5193464159965515
9274,HA,CY014159,Yes,4,1721,H3N2,2006-04-05,IRD:Human,USA,New York,05-06,A/New York/7/2006,,1.8612933158874512,-2.4764363765716553,0.4418770670890808
9275,HA,CY001229,Yes,4,1760,H3N2,2004-01-06,IRD:Human,USA,New York,03-04,A/New York/70/2004,,1.027113437652588,-3.55029559135437,0.4904710650444031
9276,HA,KC535453,No,4,1701,H3N2,2009-05-23,IRD:Human,USA,New York,08-09,A/New York/70/2009,,1.5605556964874268,-1.332988977432251,0.952397882938385
9277,HA,CY000481,Yes,4,1761,H3N2,2001-11-22,IRD:Human,USA,New York,01-02,A/New York/71/2001,,0.28659361600875854,-3.7441117763519287,-0.3829558491706848
9278,HA,KU591519,Yes,4,1701,H3N2,2015-11-03,IRD:Human,USA,New York,15-16,A/New York/71/2015,,-0.8287963271141052,-2.1884210109710693,2.659268856048584
9279,HA,CY008516,No,4,1737,H3N2,2004-10-19,IRD:Human,USA,New York,04-05,A/New York/73/2004,,1.786074161529541,-2.9526641368865967,0.44906920194625854
9280,HA,CY001152,Yes,4,1741,H3N2,2002-01-19,IRD:Human,USA,New York,01-02,A/New York/74/2002,,0.3074275851249695,-3.688483953475952,-0.27433472871780396
9281,HA,CY001301,Yes,4,1736,H3N2,2002-02-12,IRD:Human,USA,New York,01-02,A/New York/75/2002,,0.34332960844039917,-3.582571268081665,-0.2717612385749817
9282,HA,CY001429,No,4,1711,H3N2,2002-01-11,IRD:Human,USA,New York,01-02,A/New York/76/2002,,0.3902665972709656,-3.7474558353424072,-0.15283708274364471
9283,HA,KY044084,Yes,4,1737,H3N2,2015-12-01,IRD:Human,USA,New York,15-16,A/New York/76/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
9284,HA,KX412782,Yes,4,1737,H3N2,2015-12-01,IRD:Human,USA,New York,15-16,A/New York/76/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
9285,HA,CY002328,Yes,4,1711,H3N2,2001-12-26,IRD:Human,USA,New York,01-02,A/New York/77/2001,,0.38299673795700073,-3.8425309658050537,-0.28974467515945435
9286,HA,KX412790,Yes,4,1737,H3N2,2015-12-07,IRD:Human,USA,New York,15-16,A/New York/77/2015,,-0.1527889221906662,-1.8136826753616333,2.1680784225463867
9287,HA,KX918052,Yes,4,1737,H3N2,2016-04-26,IRD:Human,USA,New York,15-16,A/New York/77/2016,,-0.8510134816169739,-1.6255319118499756,2.9420533180236816
9288,HA,KX918324,Yes,4,1737,H3N2,2016-04-26,IRD:Human,USA,New York,15-16,A/New York/78/2016,,-0.09806327521800995,-1.8526126146316528,2.177718162536621
9289,HA,KX918316,Yes,4,1737,H3N2,2016-04-26,IRD:Human,USA,New York,15-16,A/New York/78/2016,,-0.09806327521800995,-1.8526126146316528,2.177718162536621
9290,HA,KX414465,Yes,4,1737,H3N2,2015-12-14,IRD:Human,USA,New York,15-16,A/New York/79/2015,,-0.8287963271141052,-2.1884210109710693,2.659268856048584
9291,HA,CY001045,Yes,4,1760,H3N2,2003-12-29,IRD:Human,USA,New York,03-04,A/New York/8/2003,,1.027113437652588,-3.55029559135437,0.4904710650444031
9292,HA,CY000569,Yes,4,1739,H3N2,2001-12-26,IRD:Human,USA,New York,01-02,A/New York/80/2001,,0.3560773730278015,-3.768577814102173,-0.17316274344921112
9293,HA,KX918044,Yes,4,1737,H3N2,2016-04-29,IRD:Human,USA,New York,15-16,A/New York/80/2016,,-0.09806327521800995,-1.8526126146316528,2.177718162536621
9294,HA,CY001261,Yes,4,1711,H3N2,2002-02-19,IRD:Human,USA,New York,01-02,A/New York/81/2002,,0.38299673795700073,-3.8425309658050537,-0.28974467515945435
9295,HA,KX916940,Yes,4,1737,H3N2,2016-07-12,IRD:Human,USA,New York,-N/A-,A/New York/81/2016,,0.39065855741500854,-0.5444127321243286,2.0508885383605957
9296,HA,CY000273,No,4,1760,H3N2,2001-12-26,IRD:Human,USA,New York,01-02,A/New York/82/2001,,0.38299673795700073,-3.8425309658050537,-0.28974467515945435
9297,HA,KX916948,Yes,4,1737,H3N2,2016-07-12,IRD:Human,USA,New York,-N/A-,A/New York/82/2016,,0.39065855741500854,-0.5444127321243286,2.0508885383605957
9298,HA,CY000185,Yes,4,1741,H3N2,2001-12-15,IRD:Human,USA,New York,01-02,A/New York/83/2001,,0.2833988070487976,-3.7284834384918213,-0.40033990144729614
9299,HA,KX916932,Yes,4,1737,H3N2,2016-07-13,IRD:Human,USA,New York,-N/A-,A/New York/83/2016,,0.39065855741500854,-0.5444127321243286,2.0508885383605957
9300,HA,CY000201,Yes,4,1728,H3N2,2001-12-29,IRD:Human,USA,New York,01-02,A/New York/84/2001,,0.30731266736984253,-3.5383503437042236,-0.2385414093732834
9301,HA,KX916956,Yes,4,1737,H3N2,2016-07-13,IRD:Human,USA,New York,-N/A-,A/New York/84/2016,,0.39065855741500854,-0.5444127321243286,2.0508885383605957
9302,HA,CY000385,Yes,4,1732,H3N2,2001-12-31,IRD:Human,USA,New York,01-02,A/New York/85/2001,,0.2518388628959656,-3.720975160598755,-0.3314574360847473
9303,HA,KX916964,Yes,4,1737,H3N2,2016-07-13,IRD:Human,USA,New York,-N/A-,A/New York/85/2016,,0.39065855741500854,-0.5444127321243286,2.0508885383605957
9304,HA,CY000281,Yes,4,1760,H3N2,2002-03-01,IRD:Human,USA,New York,01-02,A/New York/86/2002,,0.3560773730278015,-3.768577814102173,-0.17316274344921112
9305,HA,KX916332,Yes,4,1737,H3N2,2016-07-28,IRD:Human,USA,New York,-N/A-,A/New York/86/2016,,-0.6623232960700989,-1.7708289623260498,2.411825180053711
9306,HA,CY000393,No,4,1711,H3N2,2002-01-08,IRD:Human,USA,New York,01-02,A/New York/87/2002,,0.38299673795700073,-3.8425309658050537,-0.28974467515945435
9307,HA,CY001072,No,4,1733,H3N2,2002-02-26,IRD:Human,USA,New York,01-02,A/New York/88/2002,,0.2538287043571472,-3.43822979927063,-0.39672785997390747
9308,HA,KY116006,Yes,4,1737,H3N2,2016-07-27,IRD:Human,USA,New York,-N/A-,A/New York/88/2016,,0.39065855741500854,-0.5444127321243286,2.0508885383605957
9309,HA,KY045443,Yes,4,1737,H3N2,2016-07-27,IRD:Human,USA,New York,-N/A-,A/New York/88/2016,,0.39065855741500854,-0.5444127321243286,2.0508885383605957
9310,HA,CY000401,No,4,1711,H3N2,2002-01-12,IRD:Human,USA,New York,01-02,A/New York/89/2002,,0.4668819308280945,-3.713437795639038,-0.06910209357738495
9311,HA,KY116022,Yes,4,1737,H3N2,2016-08-08,IRD:Human,USA,New York,-N/A-,A/New York/89/2016,,0.39065855741500854,-0.5444127321243286,2.0508885383605957
9312,HA,KY045405,Yes,4,1737,H3N2,2016-08-08,IRD:Human,USA,New York,-N/A-,A/New York/89/2016,,0.39065855741500854,-0.5444127321243286,2.0508885383605957
9313,HA,CY001285,Yes,4,1750,H3N2,2003-10-31,IRD:Human,USA,New York,03-04,A/New York/9/2003,,1.1993670463562012,-3.5154130458831787,0.48158854246139526
9314,HA,CY000409,No,4,1711,H3N2,2002-02-06,IRD:Human,USA,New York,01-02,A/New York/90/2002,,0.2696802020072937,-3.692336320877075,-0.22463302314281464
9315,HA,KY116030,Yes,4,1737,H3N2,2016-08-09,IRD:Human,USA,New York,-N/A-,A/New York/90/2016,,0.39065855741500854,-0.5444127321243286,2.0508885383605957
9316,HA,KY045433,Yes,4,1737,H3N2,2016-08-09,IRD:Human,USA,New York,-N/A-,A/New York/90/2016,,0.39065855741500854,-0.5444127321243286,2.0508885383605957
9317,HA,CY019141,Yes,4,1724,H3N2,2004-12-22,IRD:Human,USA,New York,04-05,A/New York/900/2004,,1.7645001411437988,-2.8676345348358154,0.3544418215751648
9318,HA,CY019157,Yes,4,1722,H3N2,2004-12-22,IRD:Human,USA,New York,04-05,A/New York/900/2004,,1.7645001411437988,-2.8676345348358154,0.3544418215751648
9319,HA,CY019165,Yes,4,1719,H3N2,2004-12-22,IRD:Human,USA,New York,04-05,A/New York/900/2004,,1.7645001411437988,-2.8676345348358154,0.3544418215751648
9320,HA,CY019149,Yes,4,1722,H3N2,2004-12-22,IRD:Human,USA,New York,04-05,A/New York/900/2004,,1.7645001411437988,-2.8676345348358154,0.3544418215751648
9321,HA,CY019811,Yes,4,1721,H3N2,2004-12-22,IRD:Human,USA,New York,04-05,A/New York/900/2004,,1.7645001411437988,-2.8676345348358154,0.3544418215751648
9322,HA,CY019181,Yes,4,1721,H3N2,2004-12-27,IRD:Human,USA,New York,04-05,A/New York/905/2004,,1.7432187795639038,-2.981586217880249,0.32325679063796997
9323,HA,CY019173,Yes,4,1719,H3N2,2004-12-27,IRD:Human,USA,New York,04-05,A/New York/905/2004,,1.7432187795639038,-2.981586217880249,0.32325679063796997
9324,HA,CY021989,Yes,4,1721,H3N2,2004-12-27,IRD:Human,USA,New York,04-05,A/New York/908/2004,,1.7432187795639038,-2.981586217880249,0.32325679063796997
9325,HA,CY019261,Yes,4,1714,H3N2,2004-12-27,IRD:Human,USA,New York,04-05,A/New York/908/2004,,1.7432187795639038,-2.981586217880249,0.32325679063796997
9326,HA,CY019245,Yes,4,1719,H3N2,2004-12-27,IRD:Human,USA,New York,04-05,A/New York/908/2004,,1.7432187795639038,-2.981586217880249,0.32325679063796997
9327,HA,CY019253,Yes,4,1715,H3N2,2004-12-27,IRD:Human,USA,New York,04-05,A/New York/908/2004,,1.7432187795639038,-2.981586217880249,0.32325679063796997
9328,HA,CY019819,Yes,4,1719,H3N2,2004-12-27,IRD:Human,USA,New York,04-05,A/New York/908/2004,,1.7432187795639038,-2.981586217880249,0.32325679063796997
9329,HA,CY000209,Yes,4,1760,H3N2,2002-01-17,IRD:Human,USA,New York,01-02,A/New York/91/2002,,0.38299673795700073,-3.8425309658050537,-0.28974467515945435
9330,HA,KY116038,Yes,4,1737,H3N2,2016-08-23,IRD:Human,USA,New York,-N/A-,A/New York/91/2016,,0.39065855741500854,-0.5444127321243286,2.0508885383605957
9331,HA,KY045445,Yes,4,1737,H3N2,2016-08-23,IRD:Human,USA,New York,-N/A-,A/New York/91/2016,,0.39065855741500854,-0.5444127321243286,2.0508885383605957
9332,HA,CY019269,Yes,4,1719,H3N2,2005-01-10,IRD:Human,USA,New York,04-05,A/New York/913/2005,,1.7432187795639038,-2.981586217880249,0.32325679063796997
9333,HA,CY019285,Yes,4,1721,H3N2,2005-01-10,IRD:Human,USA,New York,04-05,A/New York/913/2005,,1.7432187795639038,-2.981586217880249,0.32325679063796997
9334,HA,CY020533,Yes,4,1722,H3N2,2005-01-10,IRD:Human,USA,New York,04-05,A/New York/913/2005,,1.7432187795639038,-2.981586217880249,0.32325679063796997
9335,HA,CY019277,Yes,4,1723,H3N2,2005-01-10,IRD:Human,USA,New York,04-05,A/New York/913/2005,,1.7432187795639038,-2.981586217880249,0.32325679063796997
9336,HA,CY019293,Yes,4,1722,H3N2,2005-01-10,IRD:Human,USA,New York,04-05,A/New York/913/2005,,1.7432187795639038,-2.981586217880249,0.32325679063796997
9337,HA,CY020053,Yes,4,1722,H3N2,2005-01-10,IRD:Human,USA,New York,04-05,A/New York/918/2005,,1.7432187795639038,-2.981586217880249,0.32325679063796997
9338,HA,CY019309,Yes,4,1724,H3N2,2005-01-10,IRD:Human,USA,New York,04-05,A/New York/918/2005,,1.7432187795639038,-2.981586217880249,0.32325679063796997
9339,HA,CY019301,Yes,4,1722,H3N2,2005-01-10,IRD:Human,USA,New York,04-05,A/New York/918/2005,,1.7432187795639038,-2.981586217880249,0.32325679063796997
9340,HA,CY019189,Yes,4,1722,H3N2,2005-01-10,IRD:Human,USA,New York,04-05,A/New York/918/2005,,1.7432187795639038,-2.981586217880249,0.32325679063796997
9341,HA,CY019317,Yes,4,1723,H3N2,2005-01-10,IRD:Human,USA,New York,04-05,A/New York/918/2005,,1.7432187795639038,-2.981586217880249,0.32325679063796997
9342,HA,CY000289,Yes,4,1741,H3N2,2002-01-18,IRD:Human,USA,New York,01-02,A/New York/92/2002,,0.3560773730278015,-3.768577814102173,-0.17316274344921112
9343,HA,KY116046,Yes,4,1737,H3N2,2016-08-23,IRD:Human,USA,New York,-N/A-,A/New York/92/2016,,0.39065855741500854,-0.5444127321243286,2.0508885383605957
9344,HA,KY045455,Yes,4,1737,H3N2,2016-08-23,IRD:Human,USA,New York,-N/A-,A/New York/92/2016,,0.39065855741500854,-0.5444127321243286,2.0508885383605957
9345,HA,CY019827,Yes,4,1718,H3N2,2006-02-23,IRD:Human,USA,New York,05-06,A/New York/923/2006,,1.9385466575622559,-2.6816565990448,0.27935951948165894
